"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.radioName","Input.agreement_id","Input.agreement_title","Input.agreement_text_url","Input.system_validity_from","Input.system_valid_to","Input.system_impacted_agreements_strin","Answer.agreement_id","Answer.annotation_notes","Answer.human_impacted_agreements_corrected_string","Answer.human_impacted_agreements_is_correct","Answer.human_valid_to_corrected","Answer.human_valid_to_is_correct","Answer.human_validity_from_corrected","Answer.human_validity_from_is_correct","Approve","Reject"
"3MJ28H2Y25BDC5GY2Z5UU0WXNLR5O5","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","32SCWG5HJ87U2TQ7CKXG0QBIQPI6PO","A1I4KQFI7M5WZG","Approved","Mon May 26 01:24:52 PDT 2025","Mon May 26 01:26:59 PDT 2025","Thu May 29 01:26:59 PDT 2025","Mon May 26 02:11:21 PDT 2025","","","127","100% (2/2)","100% (2/2)","100% (2/2)","validation","0","2022 Commercials Contract Memorandum of Agreement","https://www.sagaftra.org/files/2022%20Commercials%20Contract%20Memorandum%20of%20Agreement_1.pdf","2022/04/01","2025/03/31","'2020 SAG-AFTRA/JPC Commercials Low Budget Digital Waiver'","0","good","{}","true","{}","true","{}","true"
"3MJ28H2Y25BDC5GY2Z5UU0WXNLR5O5","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3ERMJ6L4EPV7LQ7Z3EAGP0HJGVRM77","A5LYLHG880ABE","Approved","Mon May 26 01:28:33 PDT 2025","Mon May 26 01:29:02 PDT 2025","Thu May 29 01:29:02 PDT 2025","Mon May 26 02:11:21 PDT 2025","","","29","100% (1/1)","100% (1/1)","100% (1/1)","validation","0","2022 Commercials Contract Memorandum of Agreement","https://www.sagaftra.org/files/2022%20Commercials%20Contract%20Memorandum%20of%20Agreement_1.pdf","2022/04/01","2025/03/31","'2020 SAG-AFTRA/JPC Commercials Low Budget Digital Waiver'","0","good","{}","true","{}","true","{}","true"
"3RSBJ6YZF3T5E29N8BI3GCNACF5FOY","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","33IZTU6J9S44Y0QV5OA0V8TDADNXSO","A1G96GPSRSLPC0","Rejected","Mon May 26 01:23:35 PDT 2025","Mon May 26 01:24:18 PDT 2025","Thu May 29 01:24:18 PDT 2025","","Mon May 26 02:09:23 PDT 2025","The system extracted valid from was actually correct (literally written in the first sentence of the text)","43","0% (0/1)","0% (0/1)","0% (0/1)","validation","1","2023 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/Low%20Budget%20Digital%20Waiver%202023%20Bulletin(170671.pdf","2023/04/01","2024/03/31","'2020 SAG-AFTRA/JPC Commercials Low Budget Digital Waiver'","1","good","{}","true","{}","true","{}","false"
"3RSBJ6YZF3T5E29N8BI3GCNACF5FOY","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","34Q075JO2OGW7QLQPT69QTJTA6Q10E","A28A3HF3LSEIDT","Approved","Mon May 26 01:23:45 PDT 2025","Mon May 26 01:25:32 PDT 2025","Thu May 29 01:25:32 PDT 2025","Mon May 26 02:10:58 PDT 2025","","","107","100% (2/2)","100% (2/2)","100% (2/2)","validation","1","2023 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/Low%20Budget%20Digital%20Waiver%202023%20Bulletin(170671.pdf","2023/04/01","2024/03/31","'2020 SAG-AFTRA/JPC Commercials Low Budget Digital Waiver'","1","An agreement is an understanding between parties. That understanding should take into account the responsibilities and obligations of both parties. An agreement is not always legally binding however and not always enforceable. They are sometimes more informal than contracts and may even be unwritten on many occasions","{}","true","{}","true","{}","true"
"3RSBJ6YZF3T5E29N8BI3GCNACF5FOY","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3LEP4MGT473RJ84C32NTBCGLQ7SBD2","A1IOMFFEKCWOIT","Approved","Mon May 26 02:09:30 PDT 2025","Mon May 26 02:10:37 PDT 2025","Thu May 29 02:10:37 PDT 2025","Mon May 26 02:10:58 PDT 2025","","","67","100% (1/1)","100% (1/1)","100% (1/1)","validation","1","2023 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/Low%20Budget%20Digital%20Waiver%202023%20Bulletin(170671.pdf","2023/04/01","2024/03/31","'2020 SAG-AFTRA/JPC Commercials Low Budget Digital Waiver'","1","good","{}","true","{}","true","{}","true"
"3YZ7A3YHSWWSAX8R9GM3E56YKATS5O","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","31JLPPHS3LXDKAROEIM34NU86TM3O0","A3QI1RV4HQ9MOC","Approved","Mon May 26 02:12:37 PDT 2025","Mon May 26 02:13:10 PDT 2025","Thu May 29 02:13:10 PDT 2025","Mon May 26 02:13:52 PDT 2025","","","33","100% (1/1)","100% (1/1)","100% (1/1)","validation","2","2024 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/2024%20Low%20Budget%20Digital%20Waiver.pdf","2024/06/27","2025/03/31","'2022 Commercials Contract Memorandum of Agreement', '2023 Low Budget Digital Waiver (LBDW)'","2","good","{}","true","{}","true","{}","true"
"3YZ7A3YHSWWSAX8R9GM3E56YKATS5O","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3KYQYYSHZMAB22TL77SFHWGKX69ODH","A1DVKS3R9SLQ1H","Rejected","Mon May 26 01:27:08 PDT 2025","Mon May 26 01:28:15 PDT 2025","Thu May 29 01:28:15 PDT 2025","","Mon May 26 02:12:31 PDT 2025","The system extracted valid from was correct (literally the first thing that is written in the page, effective date!)","67","0% (0/1)","0% (0/1)","0% (0/1)","validation","2","2024 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/2024%20Low%20Budget%20Digital%20Waiver.pdf","2024/06/27","2025/03/31","'2022 Commercials Contract Memorandum of Agreement', '2023 Low Budget Digital Waiver (LBDW)'","2","None","{}","false","{}","false","{}","false"
"3YZ7A3YHSWWSAX8R9GM3E56YKATS5O","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","3","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3XUHV3NRWB1668S5OOF6ZBVR83X5H2","A54KH61CDVIB6","Approved","Mon May 26 01:23:15 PDT 2025","Mon May 26 01:24:37 PDT 2025","Thu May 29 01:24:37 PDT 2025","Mon May 26 02:13:37 PDT 2025","","","82","100% (1/1)","100% (1/1)","100% (1/1)","validation","2","2024 Low Budget Digital Waiver (LBDW)","https://www.sagaftra.org/files/sa_documents/2024%20Low%20Budget%20Digital%20Waiver.pdf","2024/06/27","2025/03/31","'2022 Commercials Contract Memorandum of Agreement', '2023 Low Budget Digital Waiver (LBDW)'","2","Nice","{}","true","{}","true","{}","true"
"3ECKRY5B2HZ1NXPKBSZ5Z776CBZZIA","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3I0BTBYZBOOTXWWT1IDI4GU3HRZ0YB","A1G96GPSRSLPC0","Submitted","Mon May 26 01:23:31 PDT 2025","Mon May 26 01:24:12 PDT 2025","Thu May 29 01:24:12 PDT 2025","","","","41","0% (0/1)","0% (0/1)","0% (0/1)","validation","3","2022 National Cable Waiver","https://www.sagaftra.org/files/sa_documents/2023%20Cable%20Sideletter(170654769.1).pdf","2022/12/22","","'2022 Commercials Contract Memorandum of Agreement'","3","good","{}","false","{}","false","{}","true"
"3ECKRY5B2HZ1NXPKBSZ5Z776CBZZIA","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3U088ZLJWBWP8R1TMHVUJJ9N6JZW08","A2WGW5Y3ZFBDEC","Approved","Mon May 26 01:24:03 PDT 2025","Mon May 26 01:26:13 PDT 2025","Thu May 29 01:26:13 PDT 2025","Mon May 26 02:03:31 PDT 2025","","","130","100% (1/1)","100% (1/1)","100% (1/1)","validation","3","2022 National Cable Waiver","https://www.sagaftra.org/files/sa_documents/2023%20Cable%20Sideletter(170654769.1).pdf","2022/12/22","","'2022 Commercials Contract Memorandum of Agreement'","3","{}","{}","true","{}","true","{}","true"
"3TUOHPJXZ80UJX9AZRFZ3D03JMZXWI","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","34PGFRQOOFEWAX2F8P501OOJ5S5WJF","A1I4KQFI7M5WZG","Approved","Mon May 26 01:28:33 PDT 2025","Mon May 26 01:29:34 PDT 2025","Thu May 29 01:29:34 PDT 2025","Mon May 26 02:10:45 PDT 2025","","","61","100% (2/2)","100% (2/2)","100% (2/2)","validation","4","2022 Political Commercial Waiver","https://www.sagaftra.org/files/sa_documents/2022%20SAG-AFTRA%20Political%20Commercial%20Waiver%20SAMPLE.pdf","2022/XX/XX","","","4","good","{}","true","{}","true","{}","true"
"3TUOHPJXZ80UJX9AZRFZ3D03JMZXWI","3ZBZJNFB5X95HLNEYKAJV2MODRZFTD","Validate & Correct Information extracted from document","Carefully review pre-filled data (validity dates, impacted agreements) against a provided legal agreement text. Verify the accuracy of the findings. Correct any errors. Requires attention to detail and ability to understand legal text excerpts.","data validation,  text analysis, correction, document review, information extraction","$0.50","Mon May 26 01:23:00 PDT 2025","2","BatchId:5320321;OriginalHitTemplateId:928390855;","180","259200","Mon Jun 02 01:23:00 PDT 2025","","","3VE8AYVF9D05FUK1RWY98AT5UEL8F9","A28A3HF3LSEIDT","Approved","Mon May 26 01:23:40 PDT 2025","Mon May 26 01:25:08 PDT 2025","Thu May 29 01:25:08 PDT 2025","Mon May 26 02:10:45 PDT 2025","","","88","100% (2/2)","100% (2/2)","100% (2/2)","validation","4","2022 Political Commercial Waiver","https://www.sagaftra.org/files/sa_documents/2022%20SAG-AFTRA%20Political%20Commercial%20Waiver%20SAMPLE.pdf","2022/XX/XX","","","4","An agreement is an understanding between parties. That understanding should take into account the responsibilities and obligations of both parties. An agreement is not always legally binding however and not always enforceable. They are sometimes more informal than contracts and may even be unwritten on many occasions","{}","true","{}","true","{}","true"