category,category_url,agreement_title,agreement_url
Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf
Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,2014 Television Adherence Letter,https://www.sagaftra.org/sites/default/files/adherence_letter_television_2_4_1.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2024 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2021 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/Network%20Code%202021-24%20MOA%20FE.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,Memorandum of Agreement Theatrical-Television 2014,https://www.sagaftra.org/sites/default/files/memorandum_of_agreement_theatrical_television_2014_1_3_11.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2014-2018 SAG-AFTRA Network Code,https://www.sagaftra.org/sites/default/files/2014-2018_network_television_code_v13.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2018 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2018MOA-TV-National-Code_0.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2018-2022 National Public Television MOA,https://www.sagaftra.org/sites/default/files/2018-2022PublicTVMOAFE_0.pdf
Television,https://www.sagaftra.org/production-center/contract/810/getting-started,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2023 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2023%20Television%20Animation%20Agreement.PDF
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2020 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2018 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2018%20SAG-AFTRA%20MOA%20TV%20Animation.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2014 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/television_animation_agreement_sag_aftra_1_45_0.pdf
Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2024 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2021 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/Network%20Code%202021-24%20MOA%20FE.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2014-2018 SAG-AFTRA Network Code,https://www.sagaftra.org/sites/default/files/2014-2018_network_television_code_v13.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2018 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2018MOA-TV-National-Code_0.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2018-2022 National Public Television MOA,https://www.sagaftra.org/sites/default/files/2018-2022PublicTVMOAFE_0.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf
Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,2020 Theatrical Adherence Letter,https://www.sagaftra.org/sites/default/files/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,Low Budget Theatrical Agreement (LBA),https://www.sagaftra.org/sites/default/files/Low%20Budget%20Agreement%20Rev.%202.21.23%20SAMPLE.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,2020 Theatrical Adherence Letter,https://www.sagaftra.org/sites/default/files/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,Moderate Low Budget Project Agreement (MPA),https://www.sagaftra.org/sites/default/files/Moderate%20Low%20Budget%20Project%20Agreement%20%28MPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Moderate Low Budget Project (MPA),https://www.sagaftra.org/production-center/contract/815/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,Ultra Low Budget Project Agreement (UPA),https://www.sagaftra.org/sites/default/files/Ultra%20Low%20Budget%20Project%20Agreement%20%28UPA%29%20Rev.%203.21.23%20SAMPLE.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Ultra Low Budget Project (UPA),https://www.sagaftra.org/production-center/contract/819/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Short Project (SPA),https://www.sagaftra.org/production-center/contract/886/getting-started,Short Project Agreement (SPA),https://www.sagaftra.org/sites/default/files/Short%20Project%20Agreement%20%28SPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Student Film,https://www.sagaftra.org/production-center/contract/817/getting-started,Student Film Agreement,https://www.sagaftra.org/sites/default/files/studentfilmagreement_1_11_0_0.pdf
Micro-Budget Projects,https://www.sagaftra.org/production-center/contract/968/getting-started,Micro-Budget Project Agreement,https://www.sagaftra.org/sites/default/files/2020_Micro-Budget_Project_%20AgreementWatermark.pdf
New Media (Deferrable),https://www.sagaftra.org/production-center/contract/805/getting-started,2017 New Media Agreement for Dramatic Programs (Deferrable),https://www.sagaftra.org/sites/default/files/2017_new_media_agreement_for_dramatic_programs_sample.pdf
New Media (Deferrable),https://www.sagaftra.org/production-center/contract/805/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Special New Media,https://www.sagaftra.org/production-center/contract/908/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,Moderate Low Budget Project Agreement (MPA),https://www.sagaftra.org/sites/default/files/Moderate%20Low%20Budget%20Project%20Agreement%20%28MPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/909/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,Ultra Low Budget Project Agreement (UPA),https://www.sagaftra.org/sites/default/files/Ultra%20Low%20Budget%20Project%20Agreement%20%28UPA%29%20Rev.%203.21.23%20SAMPLE.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/910/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Short Project (SPA),https://www.sagaftra.org/production-center/contract/885/getting-started,Short Project Agreement (SPA),https://www.sagaftra.org/sites/default/files/Short%20Project%20Agreement%20%28SPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Micro-Budget Projects,https://www.sagaftra.org/production-center/contract/967/getting-started,Micro-Budget Project Agreement,https://www.sagaftra.org/sites/default/files/2020_Micro-Budget_Project_%20AgreementWatermark.pdf
Getting Started,https://www.sagaftra.org/production-center/contract/813/getting-started,Contract Rates and Digests,https://www.sagaftra.org/industry-resources/rates-agreements
Theatrical,https://www.sagaftra.org/production-center/contract/818/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Theatrical,https://www.sagaftra.org/production-center/contract/818/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Theatrical,https://www.sagaftra.org/production-center/contract/818/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Theatrical,https://www.sagaftra.org/production-center/contract/818/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Theatrical,https://www.sagaftra.org/production-center/contract/818/getting-started,2020 Theatrical Adherence Letter,https://www.sagaftra.org/sites/default/files/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,Ultra Low Budget Project Agreement (UPA),https://www.sagaftra.org/sites/default/files/Ultra%20Low%20Budget%20Project%20Agreement%20%28UPA%29%20Rev.%203.21.23%20SAMPLE.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Ultra Low Budget Project,https://www.sagaftra.org/production-center/contract/819/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,Moderate Low Budget Project Agreement (MPA),https://www.sagaftra.org/sites/default/files/Moderate%20Low%20Budget%20Project%20Agreement%20%28MPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Moderate Low Budget Project,https://www.sagaftra.org/production-center/contract/815/getting-started,2020 Indie Adherence Letter Non-episodic,https://www.sagaftra.org/sites/default/files/IndieAdherenceLetterNon-Episodic-12.1.20Sample.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,Low Budget Theatrical Agreement (LBA),https://www.sagaftra.org/sites/default/files/Low%20Budget%20Agreement%20Rev.%202.21.23%20SAMPLE.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf
Low Budget Theatrical,https://www.sagaftra.org/production-center/contract/814/getting-started,2020 Theatrical Adherence Letter,https://www.sagaftra.org/sites/default/files/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf
Short Project,https://www.sagaftra.org/production-center/contract/886/getting-started,Short Project Agreement (SPA),https://www.sagaftra.org/sites/default/files/Short%20Project%20Agreement%20%28SPA%29%20Rev.%202.21.23%20SAMPLE.pdf
Micro-Budget Agreement,https://www.sagaftra.org/production-center/contract/968/getting-started,Micro-Budget Project Agreement,https://www.sagaftra.org/sites/default/files/2020_Micro-Budget_Project_%20AgreementWatermark.pdf
